FID,fac_name,address,town,region,rtn,hw_id,sw_id,sseis_id,npdes_id,air,gwd,hwr,lqg_ma,lqg_rcra,lqtu,tsdf,swd,fac_id,shape
GISDATA.BWPMAJOR_PT.77,VERYFINE PRODUCTS INC,20 HARVARD RD,LITTLETON,2,,MAD980194518,,1210907,MA0004936,,,,,,Y,,,186901,POINT (198724.79325306416 920859.3088121675)
