FID,code,town_id,town,shape
GISDATA.MWRASERVICE_POLY.4,WS,10,ARLINGTON,"POLYGON ((228809.374215357 909528.5208560489, 229013.81421535462 908552.9308560491, 229163.42421535403 908157.5308560468, 229178.81421535462 908119.5108560473, 229200.4842153564 908091.6208560467, 229236.14421536028 908062.6608560458, 229283.8442153558 908041.8608560488, 229330.2242153585 908027.5308560468, 229366.4742153585 908013.6608560458, 229401.39421536028 908002.4608560465, 229416.07421536 907990.4208560474, 229420.60421536118 907965.6608560458, 229414.35421536118 907942.8008560464, 229397.4042153582 907904.0108560473, 229390.5542153567 907870.940856047, 229386.28421536088 907831.5508560464, 229387.7542153597 907788.4208560474, 229404.5442153588 907716.1008560471, 229425.624215357 907685.7808560468, 229448.6142153591 907662.3808560483, 229488.74421535432 907616.2008560486, 229520.70421535522 907576.3508560471, 229546.9342153594 907519.9608560465, 229631.9042153582 907385.7708560489, 229652.9842153564 907357.9608560465, 229683.56421535462 907326.9508560486, 229705.8642153591 907311.7808560468, 229730.6542153582 907297.9208560474, 229752.9042153582 907284.7308560461, 229789.7642153576 907271.5508560464, 229913.6142153591 907245.4108560458, 229933.27421535552 907242.9808560461, 229959.3042153567 907246.940856047, 230146.3342153579 907275.6708560474, 230165.38421535492 907273.8408560492, 230186.9442153573 907269.5708560459, 230206.0442153588 907262.0308560468, 230250.31421535462 907253.9508560486, 230256.3642153591 907214.6308560483, 230257.7342153564 907191.1608560458, 230246.0542153567 907108.560856048, 230238.6542153582 907059.7108560465, 230232.5842153579 906993.6508560479, 230225.24421535432 906937.0308560468, 230229.99421535432 906863.4208560474, 230246.7642153576 906802.6208560467, 230266.0942153558 906738.5308560468, 230274.49421535432 906702.4108560458, 230279.07421536 906668.2008560486, 230282.42421535403 906633.9108560458, 230276.17421535403 906607.8508560471, 230262.99421535432 906579.2708560489, 230227.17421535403 906500.4108560458, 230180.0142153576 906407.440856047, 230148.46421536058 906360.3508560471, 230120.0942153558 906324.0808560476, 230101.27421535552 906277.6008560471, 230093.1942153573 906236.9108560458, 230082.0442153588 906178.5408560485, 230078.4142153561 906143.560856048, 230077.2942153588 906103.560856048, 230080.2942153588 906033.4508560486, 230076.63421535492 905974.0908560492, 230066.06421535462 905916.940856047, 230040.3342153579 905852.0908560492, 230007.0142153576 905787.7808560468, 229977.4442153573 905732.4608560465, 229956.64421536028 905695.5008560456, 229925.70421535522 905666.7808560468, 229889.63421535492 905643.8408560492, 229856.10421536118 905622.0508560464, 229814.9142153561 905605.9708560482, 229778.1542153582 905602.690856047, 229685.5942153558 905584.4808560461, 229619.7642153576 905553.1608560458, 229574.85421536118 905522.4508560486, 229545.77421535552 905491.2108560465, 229526.2642153576 905458.1408560462, 229511.2242153585 905420.5708560459, 229455.624215357 905361.2908560485, 229393.1142153591 905295.0008560456, 229385.5942153558 905272.7408560477, 229383.1642153561 905251.1808560491, 228645.9742153585 905662.3608560488, 228631.85421536118 905639.2708560489, 228581.8342153579 905662.6608560458, 228505.9442153573 905698.7808560468, 228421.81421535462 905743.2008560486, 228301.1942153573 905829.0808560476, 228256.0842153579 905823.060856048, 228204.624215357 905813.8408560492, 228153.2642153576 905820.6208560467, 228071.124215357 905876.4008560479, 227994.0842153579 905934.7708560489, 228009.4742153585 905953.6708560474, 227987.9842153564 905969.060856048, 227952.57421536 905992.1508560479, 227904.49421535432 906014.1008560471, 227863.3442153558 906027.0508560464, 227798.0942153558 906044.0408560485, 227673.124215357 906147.1408560462, 227642.1142153591 906156.9008560479, 227663.17421535403 906177.7008560486, 227580.92421535403 906211.2308560461, 227408.8642153591 906293.7508560456, 227140.6642153561 906428.3208560459, 226974.9342153594 906508.2508560456, 226800.3342153579 906588.190856047, 226716.7642153576 906619.2808560468, 226652.1942153573 906646.4008560479, 226574.95421535522 906671.7008560486, 226510.3342153579 906688.0108560473, 226363.32421536 906720.0908560492, 226277.14421536028 906737.8508560471, 226198.57421536 906758.1108560488, 226147.85421536118 906767.4108560458, 226081.38421535492 906790.0408560485, 226018.74421535432 906816.560856048, 225915.57421536 906859.1608560458, 225819.4042153582 906903.6608560458, 225727.0542153567 906946.1808560491, 225616.35421536118 907000.2808560468, 225437.4142153561 907096.8208560459, 225350.77421535552 907143.7608560473, 225263.52421535552 907190.7808560468, 225180.0142153576 907231.3208560459, 225152.7542153597 907180.8008560464, 225113.2342153564 907196.190856047, 225157.17421535403 906981.0008560456, 224451.9142153561 907152.9108560458, 224450.03421536088 907153.3608560488, 224641.88421535492 907425.3208560459, 224756.28421536088 907602.7208560482, 225000.96421536058 907935.7908560485, 225344.17421535403 908381.6308560483, 225875.6942153573 909132.9708560482, 226142.31421535462 909571.0408560485, 228809.374215357 909528.5208560489))"
GISDATA.MWRASERVICE_POLY.8,S,14,ASHLAND,"POLYGON ((200240.3342153579 893270.1508560479, 203233.02421535552 892071.1408560462, 206663.39421536028 889650.4208560474, 206724.6842153594 888849.2508560456, 206744.0942153558 888445.7708560489, 206601.9042153582 887525.5808560476, 202722.14421536028 886700.3308560476, 202039.32421536 886555.7808560468, 201134.06421535462 886754.6608560458, 201158.92421535403 888496.440856047, 200042.82421536 888846.9608560465, 199983.77421535552 888847.0408560485, 198128.8042153567 889405.9708560482, 198174.0442153588 890662.810856048, 198212.1142153591 890663.1208560467, 198244.52421535552 890667.2308560461, 198275.0542153567 890671.3508560471, 198299.874215357 890678.7408560477, 198318.3342153579 890684.3008560464, 198334.3442153558 890700.0008560456, 198345.92421535403 890715.7708560489, 198362.63421535492 890737.190856047, 198379.9342153594 890752.8808560483, 198397.1542153582 890762.2508560456, 198418.7942153588 890769.6508560479, 198440.4342153594 890773.2308560461, 198465.2542153597 890781.8408560492, 198499.6142153591 890788.5408560485, 198538.32421536 890788.1608560458, 198575.0842153579 890784.6608560458, 198618.874215357 890780.4708560482, 198649.3042153567 890779.4808560461, 198677.92421535403 890781.7608560473, 198708.4342153594 890787.1708560474, 198737.6642153561 890790.6808560491, 198774.4742153585 890790.9808560461, 198801.06421535462 890781.8408560492, 198837.6642153561 890762.4808560461, 198912.7242153585 890712.2708560489, 198947.32421536 890681.4108560458, 198966.14421536028 890658.4708560482, 198990.67421535403 890635.3808560483, 199008.89421536028 890616.7108560465, 199027.78421536088 890602.6208560467, 199047.4442153573 890599.9508560486, 199070.35421536118 890604.1408560462, 199100.3042153567 890615.9508560486, 199124.46421536058 890620.1408560462, 199156.03421536088 890603.3008560464, 199153.21421536058 890576.1008560471, 199144.8042153567 890558.3408560455, 199140.71421536058 890529.8408560455, 199151.35421536118 890513.2308560461, 199167.71421536058 890495.940856047, 199186.64421536028 890485.6508560479, 199191.46421536058 890463.4008560479, 199203.32421536 890441.6808560491, 199231.1642153561 890433.1508560479, 199261.49421535432 890419.5808560476, 199284.9342153594 890411.6608560458, 199310.874215357 890405.7108560465, 199341.9342153594 890399.1608560458, 199396.57421536 890404.9508560486, 199413.7942153588 890413.0308560468, 199448.874215357 890431.0908560455, 199480.7242153585 890444.1208560467, 199499.92421535403 890457.9108560458, 199512.1142153591 890667.1608560458, 199521.03421536088 891388.7708560489, 200045.4142153561 892739.6508560479, 200240.3342153579 893270.1508560479))"
GISDATA.MWRASERVICE_POLY.12,N,18,AVON,"POLYGON ((238434.13421535492 876232.7108560465, 239075.28421536088 875946.1308560483, 239039.0142153576 875362.9708560482, 239073.9142153561 875073.560856048, 239098.14421536028 874936.4708560482, 239542.46421536058 874363.6008560471, 236277.2942153588 872614.6608560458, 236357.70421535522 873038.4008560479, 235718.89421536028 875056.3408560455, 235478.7942153588 875836.0208560489, 235920.9342153594 876517.1708560474, 235992.17421535403 876630.3308560476, 236046.35421536118 876736.2408560477, 236095.4042153582 876845.2908560485, 236647.7242153585 878246.5308560468, 237068.32421536 877684.1008560471, 238010.2342153564 876422.1508560479, 238434.13421535492 876232.7108560465))"
GISDATA.MWRASERVICE_POLY.13,N,19,AYER,"POLYGON ((191046.8342153579 925633.6508560479, 191096.74421535432 925684.7108560465, 191137.1842153594 925738.2808560468, 191165.6642153561 925772.0308560468, 191217.6542153582 925821.0308560468, 191235.38421535492 925837.6408560462, 191262.7342153564 925843.4308560491, 191293.9042153582 925836.6508560479, 191338.4842153564 925808.2308560461, 191371.70421535522 925782.3208560459, 191415.67421535403 925756.5708560459, 191453.2642153576 925738.9608560465, 191487.6842153594 925728.9008560479, 191537.28421536088 925722.7308560461, 191567.7942153588 925725.4008560479, 191590.6542153582 925731.8808560483, 191612.9042153582 925740.1808560491, 191638.27421535552 925753.5908560492, 191659.20421535522 925768.3008560464, 191678.8642153591 925786.2108560465, 191693.374215357 925805.940856047, 191709.17421535403 925832.6108560488, 191731.9042153582 925864.4608560465, 191765.124215357 925825.9108560458, 199055.1642153561 924311.7308560461, 198292.32421536 923748.0108560473, 198097.74421535432 923260.1708560474, 198055.32421536 923227.6308560483, 198011.53421536088 923227.4108560458, 197984.374215357 923195.4808560461, 197983.89421536028 923164.3908560462, 197989.6842153594 923137.1108560488, 197981.53421536088 923111.0508560464, 197946.78421536088 923088.7208560482, 197925.85421536118 923078.4308560491, 197906.88421535492 923065.0208560489, 197907.624215357 923041.4808560461, 197888.64421536028 923031.2708560489, 197870.28421536088 923014.0508560464, 197861.5142153576 922988.5908560492, 197839.2642153576 922995.5308560468, 197814.52421535552 922989.6608560458, 197808.35421536118 922953.4708560482, 197781.8342153579 922922.8308560476, 197746.99421535432 922905.5408560485, 197729.92421535403 922890.8308560476, 197725.57421536 922872.3908560462, 197710.4142153561 922852.6508560479, 197681.3042153567 922837.2608560473, 197659.7642153576 922825.1508560479, 197632.4842153564 922817.3708560467, 197602.0042153597 922817.2208560482, 197580.5142153576 922799.310856048, 197580.03421536088 922766.9308560491, 197566.8042153567 922740.1808560491, 197409.2942153588 922619.4808560461, 197367.53421536088 922584.9608560465, 197348.56421535462 922575.3608560488, 197325.14421536028 922557.5308560468, 197308.10421536118 922540.2308560461, 197294.8442153558 922524.9908560477, 197274.0142153576 922495.0508560464, 197280.5142153576 922457.0208560489, 196523.82421536 922194.9708560482, 196807.95421535522 921380.6208560467, 193400.71421536058 922222.7808560468, 192503.5542153567 921538.6608560458, 192209.5042153597 921424.8908560462, 191597.3342153579 921628.2708560489, 191138.88421535492 921648.8408560492, 190138.9142153561 922433.9308560491, 190201.3442153558 922472.190856047, 190276.2542153597 922492.8408560492, 190334.0842153579 922503.810856048, 190371.5542153567 922518.5908560492, 190461.77421535552 922543.0508560464, 190548.74421535432 922566.9808560461, 190608.4342153594 922565.9908560477, 190682.1142153591 922566.3708560467, 190733.60421536118 922567.9708560482, 190801.49421535432 922576.5008560456, 190841.5542153567 922576.6608560458, 190866.874215357 922585.7208560482, 190879.4742153585 922602.3408560492, 190890.85421536118 922622.6808560491, 190897.10421536118 922642.3408560492, 190901.4742153585 922670.310856048, 190903.27421535552 922695.6808560491, 190896.1642153561 922719.1508560479, 190875.5442153588 922789.560856048, 190844.17421535403 922853.4908560477, 190822.374215357 922901.6508560479, 190792.124215357 923003.6808560491, 190769.5442153588 923093.6708560474, 190764.31421535462 923127.9608560465, 190767.28421536088 923176.2808560468, 190783.6142153591 923215.5908560492, 190894.10421536118 923516.9708560482, 190904.1642153561 923545.0108560473, 190915.49421535432 923562.1508560479, 190934.4142153561 923588.2908560485, 190963.5042153597 923622.6608560458, 190983.0842153579 923648.1808560491, 191012.1942153573 923669.9008560479, 191036.8342153579 923694.1308560483, 191057.6842153594 923717.0708560459, 191072.1642153561 923740.690856047, 191078.4342153594 923758.440856047, 191084.0442153588 923780.7008560486, 191085.82421536 923817.5008560456, 191091.92421535403 923871.5308560468, 191113.38421535492 923904.6008560471, 191138.71421536058 923916.7108560465, 191160.32421536 923924.4808560461, 191193.874215357 923936.7508560456, 191217.9842153564 923942.5408560485, 191240.13421535492 923954.1308560483, 191257.78421536088 923980.8008560464, 191257.6542153582 924009.3708560467, 191251.8642153591 924027.1308560483, 191231.4742153585 924046.0208560489, 191211.10421536118 924068.2008560486, 191172.2642153576 924088.3208560459, 190887.9842153564 924215.1108560488, 190866.95421535522 924242.3208560459, 190858.5942153558 924261.2908560485, 190842.52421535552 924303.7308560461, 190817.27421535552 924421.0808560476, 190817.78421536088 924452.7808560468, 190821.46421536058 924483.2608560473, 190821.9742153585 924512.5208560489, 190818.6942153573 924532.1808560491, 190810.99421535432 924551.1508560479, 190789.3042153567 924580.8708560467, 190775.89421536028 924596.0408560485, 190751.74421535432 924604.190856047, 190729.49421535432 924611.6608560458, 190678.6642153561 924617.7508560456, 190640.53421536088 924634.1408560462, 190632.1842153594 924653.1108560488, 190612.2642153576 924703.1008560471, 190605.81421535462 924727.8608560488, 190597.4342153594 924751.3308560476, 190585.31421535462 924767.0308560468, 190566.85421536118 924780.9708560482, 190548.4142153561 924789.7408560477, 190524.8642153591 924803.6108560488, 190498.7342153564 924827.6108560488, 190477.64421536028 924859.8408560492, 190471.2242153585 924879.5008560456, 190472.39421536028 924899.8508560471, 190484.32421536 924929.0308560468, 190507.1142153591 924945.7208560482, 190529.2342153564 924954.7908560485, 190556.5142153576 924957.3808560483, 190606.02421535552 924958.2908560485, 190655.4742153585 924968.6608560458, 190664.1842153594 924997.310856048, 190667.2342153564 925023.3708560467, 190669.52421535552 925073.5108560473, 190678.8642153591 925107.2608560473, 190687.63421535492 925125.7008560486, 190703.35421536118 925142.8508560471, 190729.2642153576 925168.4508560486, 190757.6842153594 925183.1608560458, 190802.6142153591 925201.2208560482, 190884.9342153594 925217.5308560468, 190959.6942153573 925235.6608560458, 190994.4342153594 925256.8408560492, 191010.0542153567 925289.9208560474, 191014.32421536 925317.3508560471, 191005.71421536058 925372.5208560489, 190993.374215357 925423.3408560492, 190991.74421535432 925475.310856048, 190994.74421535432 925510.9708560482, 191003.4042153582 925552.810856048, 191019.7342153564 925584.6608560458, 191009.39421536028 925625.8808560483, 191046.8342153579 925633.6508560479))"
GISDATA.MWRASERVICE_POLY.14,N,1,ABINGTON,"POLYGON ((246221.56421535462 878026.2408560477, 246816.7642153576 875127.3608560488, 247018.2342153564 874163.3508560471, 248317.7542153597 872344.2208560482, 245760.17421535403 871704.9008560479, 243390.52421535552 870905.560856048, 243414.96421536058 870949.5308560468, 243420.32421536 870971.8608560488, 243414.88421535492 870996.4708560482, 243387.9142153561 871063.3008560464, 243367.3642153591 871123.2708560489, 243361.3442153558 871147.190856047, 243362.9142153561 871168.8308560476, 243369.0142153576 871190.4708560482, 243377.5442153588 871215.3208560459, 243384.124215357 871241.9908560477, 243392.5842153579 871273.8408560455, 243403.02421535552 871301.8808560483, 243406.9842153564 871338.0708560459, 243409.70421535522 871372.9708560482, 243409.1942153573 871405.9708560482, 243399.39421536028 871473.6308560483, 243407.7942153588 871505.4108560458, 243415.7242153585 871533.4508560486, 243413.3642153591 871561.3408560455, 243405.81421535462 871606.2208560482, 243407.92421535403 871632.8908560462, 243415.2642153576 871655.2208560482, 243430.124215357 871683.3408560455, 243438.32421536 871728.4508560486, 243435.10421536118 871776.6108560488, 243432.2542153597 871839.9308560491, 243423.2642153576 871891.2108560465, 243402.5942153558 871958.7208560482, 243378.6642153561 872034.4708560482, 243330.07421536 872140.8408560455, 243322.53421536088 872179.4008560479, 243315.64421536028 872217.3508560471, 243300.5842153579 872248.8208560459, 243282.2942153588 872285.3208560459, 243276.27421535552 872306.1208560467, 243288.6942153573 872369.1408560462, 243281.8342153579 872403.2808560468, 243275.6642153561 872434.2108560465, 243279.70421535522 872462.1808560491, 243293.874215357 872490.9108560458, 243313.7642153576 872519.1808560491, 243323.57421536 872545.9208560474, 243314.8042153567 872579.4508560486, 243304.31421535462 872600.1808560491, 243280.3442153558 872631.5008560456, 243274.9342153594 872653.5908560455, 243270.8642153591 872673.8608560488, 243249.9342153594 872716.6108560488, 243244.95421535522 872751.4308560491, 243210.31421535462 872819.4008560479, 243199.2342153564 872881.2808560468, 243202.74421535432 872901.7008560486, 243206.78421536088 872929.6708560474, 243208.2342153564 872960.8308560476, 243199.4142153561 872998.0908560455, 243188.9742153585 873016.310856048, 243179.52421535552 873053.5708560459, 243180.49421535432 873079.5508560464, 243177.4742153585 873110.6408560462, 243165.10421536118 873130.6808560491, 243147.0442153588 873151.3308560476, 243136.624215357 873208.940856047, 243130.60421536118 873231.7208560482, 243103.7542153597 873243.310856048, 243069.39421536028 873249.1008560471, 243034.3442153558 873258.0108560473, 243017.6542153582 873269.2108560465, 242996.31421535462 873292.9108560458, 242992.20421535522 873313.1108560488, 242997.6142153591 873335.4308560491, 243002.9442153573 873360.9608560465, 243005.8442153558 873379.4008560479, 242992.60421536118 873414.0708560459, 242978.4342153594 873428.4708560482, 242962.28421536088 873449.7308560461, 242949.124215357 873479.9808560461, 242956.1642153561 873518.8508560471, 242969.2642153576 873533.6308560483, 242994.4842153564 873547.3408560455, 243022.2242153585 873561.1408560462, 243041.5842153579 873579.8808560483, 243053.2342153564 873608.0008560456, 243061.03421536088 873640.4608560465, 243070.9442153573 873660.3508560471, 243084.5842153579 873681.5308560468, 243109.9842153564 873724.4308560491, 243125.9842153564 873759.0308560468, 243060.35421536118 873863.9608560465, 241460.07421536 873624.5408560485, 241390.374215357 874067.4908560477, 241211.4342153594 875084.5308560468, 241184.5542153567 875245.6208560467, 241167.7942153588 875333.7008560486, 241382.2942153588 875446.0208560489, 242887.24421535432 876244.9108560458, 246221.56421535462 878026.2408560477))"
GISDATA.MWRASERVICE_POLY.15,N,2,ACTON,"POLYGON ((205883.56421535462 919810.6708560474, 206264.9442153573 919518.9708560482, 208257.3042153567 920384.1508560479, 208390.5042153597 919542.8208560459, 208914.374215357 917369.9008560479, 209453.31421535462 917111.0508560464, 209207.3442153558 916622.3008560464, 205751.96421536058 909637.7208560482, 202949.8642153591 911098.4808560461, 200111.32421536 912575.690856047, 202175.89421536028 916626.6408560462, 204607.1142153591 917612.6708560474, 205341.78421536088 919067.7908560485, 205883.56421535462 919810.6708560474))"
GISDATA.MWRASERVICE_POLY.24,WS,26,BELMONT,"POLYGON ((224451.9142153561 907152.9108560458, 225157.17421535403 906981.0008560456, 225113.2342153564 907196.190856047, 225152.7542153597 907180.8008560464, 225180.0142153576 907231.3208560459, 225263.52421535552 907190.7808560468, 225350.77421535552 907143.7608560473, 225437.4142153561 907096.8208560459, 225616.35421536118 907000.2808560468, 225727.0542153567 906946.1808560491, 225819.4042153582 906903.6608560458, 225915.57421536 906859.1608560458, 226018.74421535432 906816.560856048, 226081.38421535492 906790.0408560485, 226147.85421536118 906767.4108560458, 226198.57421536 906758.1108560488, 226277.14421536028 906737.8508560471, 226363.32421536 906720.0908560492, 226510.3342153579 906688.0108560473, 226574.95421535522 906671.7008560486, 226652.1942153573 906646.4008560479, 226716.7642153576 906619.2808560468, 226800.3342153579 906588.190856047, 226974.9342153594 906508.2508560456, 227140.6642153561 906428.3208560459, 227408.8642153591 906293.7508560456, 227580.92421535403 906211.2308560461, 227663.17421535403 906177.7008560486, 227642.1142153591 906156.9008560479, 227673.124215357 906147.1408560462, 227798.0942153558 906044.0408560485, 227863.3442153558 906027.0508560464, 227904.49421535432 906014.1008560471, 227952.57421536 905992.1508560479, 227987.9842153564 905969.060856048, 228009.4742153585 905953.6708560474, 227994.0842153579 905934.7708560489, 228071.124215357 905876.4008560479, 228153.2642153576 905820.6208560467, 228204.624215357 905813.8408560492, 228256.0842153579 905823.060856048, 228301.1942153573 905829.0808560476, 228421.81421535462 905743.2008560486, 228505.9442153573 905698.7808560468, 228581.8342153579 905662.6608560458, 228631.85421536118 905639.2708560489, 228290.0942153558 905078.7408560477, 228115.64421536028 904934.4908560477, 228219.7342153564 904495.0508560464, 228222.4042153582 904468.9908560477, 228223.7242153585 904447.4208560474, 228140.2342153564 904112.6008560471, 228123.8042153567 904097.8908560462, 228087.6842153594 904081.810856048, 227960.24421535432 904069.1608560458, 228181.17421535403 903599.8508560471, 228213.03421536088 903574.5508560464, 228194.10421536118 903549.1008560471, 228220.85421536118 903532.7108560465, 228290.7342153564 903509.4708560482, 228354.9142153561 903488.2108560465, 228393.1142153591 903455.3708560467, 228375.46421536058 903431.2208560482, 228392.63421535492 903421.0808560476, 228401.1642153561 903356.3908560462, 228306.45421535522 903395.940856047, 228473.99421535432 902789.5308560468, 228394.13421535492 902800.2808560468, 228342.6942153573 902810.1808560491, 227937.31421535462 902943.6108560488, 227607.82421536 902984.6808560491, 227232.46421536058 903068.6608560458, 227177.82421536 903086.8708560467, 226718.3342153579 903257.4808560461, 226390.5542153567 903344.2708560489, 225911.4042153582 903369.3408560492, 225778.20421535522 903360.5008560456, 225598.45421535522 903406.6808560491, 225184.0442153588 903989.4608560465, 225063.39421536028 904159.0008560456, 225085.5442153588 904176.9108560458, 225101.9342153594 904204.2708560489, 225099.8442153558 904249.3008560464, 225074.24421535432 904299.9708560482, 225042.3442153558 904336.0908560492, 225021.92421535403 904361.3208560459, 225000.28421536088 904379.6008560471, 224982.39421536028 904401.0908560492, 224945.9442153573 904611.7808560468, 224937.6142153591 904635.1808560491, 224926.0842153579 904652.3208560459, 224906.96421536058 904671.2208560482, 224891.0542153567 904690.8808560483, 224881.4342153594 904707.3408560492, 224874.39421536028 904725.0908560492, 224871.78421536088 904743.5308560468, 224915.85421536118 904814.7808560468, 224960.7542153597 904848.6108560488, 224984.7342153564 904875.3608560488, 224999.21421536058 904905.2308560461, 224997.10421536118 904945.8508560471, 224993.1942153573 904976.4008560479, 224987.4042153582 904995.3808560483, 224977.8042153567 905013.1308560483, 224964.99421535432 905034.6208560467, 224945.21421536058 905059.9208560474, 224898.124215357 905093.9808560461, 224862.4842153564 905121.1108560488, 224838.27421535552 905139.4708560482, 224812.1642153561 905162.1808560491, 224786.0042153597 905196.3208560459, 224768.7342153564 905227.4108560458, 224757.1542153582 905259.7108560465, 224748.10421536118 905302.8408560492, 224743.4842153564 905340.8708560467, 224742.1142153591 905366.2408560477, 224736.24421535432 905402.440856047, 224725.3442153558 905425.9108560458, 224712.57421536 905445.4908560477, 224701.06421535462 905461.9508560486, 224652.0442153588 905502.9508560486, 224611.20421535522 905554.8408560492, 224586.9742153585 905584.560856048, 224572.874215357 905613.6608560458, 224566.3442153558 905651.7608560473, 224559.8442153558 905692.3808560483, 224554.5842153579 905735.5108560473, 224546.07421536 905791.9708560482, 224542.1642153561 905814.8308560476, 224538.27421535552 905835.7108560465, 224530.53421536088 905856.5908560492, 224519.07421536 905875.0308560468, 224505.6642153561 905893.9308560491, 224491.5942153558 905915.4908560477, 224483.2642153576 905938.9608560465, 223771.24421535432 906208.3308560476, 224451.9142153561 907152.9108560458))"
GISDATA.MWRASERVICE_POLY.28,N,28,BERLIN,"POLYGON ((189753.5142153576 906262.2808560468, 191424.13421535492 905246.3808560483, 193391.46421536058 904048.9708560482, 191821.6642153561 902737.7208560482, 191123.52421535552 902195.7108560465, 191498.9842153564 901879.9308560491, 190946.0542153567 900790.8008560464, 189741.6842153594 900018.2108560465, 188967.71421536058 900891.1608560458, 185471.7542153597 901615.8208560459, 185347.9842153564 901649.5008560456, 185626.74421535432 902746.4808560461, 185951.89421536028 904032.6608560458, 185277.67421535403 904309.3508560471, 185463.1142153591 905081.0308560468, 186161.49421535432 904908.5108560473, 186777.67421535403 907541.7608560473, 189265.2542153597 906560.9108560458, 189753.5142153576 906262.2808560468))"
