FID,line,route,grade,shape
GISDATA.MBTA_ARC.109,GREEN,B C D,7,"LINESTRING (233273.44049894065 899908.1587988324, 233324.50480050594 899912.3920002878, 233370.54229930043 899916.6253015362, 233392.76770155132 899918.213000007, 233413.40490012616 899920.0648985617, 233432.98430042714 899923.2397996522, 233441.1173993945 899923.287401136, 233453.8082998991 899923.0636984892, 233465.92990050465 899920.7837015502, 233477.04140098393 899917.3431003541, 233485.0536999628 899915.017098628, 233500.81870079786 899906.7466994412, 233512.1902006939 899900.2857990637, 233520.71909926087 899894.8585999571, 233527.95570049435 899888.9142991714, 233538.81009870768 899881.4190987609, 233550.18159859627 899872.8906991556, 233567.49739927053 899859.9683994316, 233589.46530006826 899844.4613990113, 233598.51130031794 899838.0004986301, 233611.5996002406 899829.228899233, 233625.12870037556 899820.4194001444, 233638.97160107642 899812.5541000627, 233646.80319903046 899809.3193010613, 233653.356199421 899807.4407015182, 233661.5728005767 899806.1485008597, 233671.37759916484 899805.6324002333, 233733.98749967664 899806.8908987641, 233828.05880009383 899810.6664006002, 233878.71300040185 899812.8690014668, 233913.00680086762 899812.5541000627, 233934.40120108426 899811.6104998179, 233947.61490084976 899809.0934996307, 234109.6450004354 899791.1596998461, 234119.88039848208 899790.8099985868, 234127.06889926642 899791.193498645, 234133.68239945173 899791.2892005816, 234139.52889952064 899791.9598999992, 234143.84200123698 899792.7269001119, 234155.91860122234 899795.506500572, 234189.2440994382 899807.8350010999, 234230.15240113437 899822.493601121, 234670.36690081656 899983.6430015303)"
GISDATA.MBTA_ARC.114,RED,A - Ashmont  C - Alewife,4,"LINESTRING (236839.10659964383 897022.5268009156, 236828.0874985531 897045.9022012502, 236816.35959877074 897069.3573989384, 236799.98539935797 897097.9019012861, 236782.94699957222 897124.2341009714, 236761.70420122147 897152.5573986284, 236745.99340070784 897172.0297985002, 236727.18510141224 897192.608599186, 236705.2787014544 897214.7362007163, 236695.81640028208 897224.5307985432, 236680.05289946496 897240.84669986, 236618.75939952582 897303.6895994097)"
GISDATA.MBTA_ARC.115,RED,B - Braintree  C - Alewife,1,"LINESTRING (238023.5563998893 892941.2787998505, 237887.49639939517 893104.4099987224, 237856.75950006396 893137.7917991616, 237750.29880015552 893261.3297995962, 237547.81210152805 893503.9696003869, 237370.94730074704 893713.3960988894, 237235.97900024801 893873.4026988149, 237142.68490070105 893983.846801538, 236886.02490053326 894288.2209991589, 236844.79919947684 894337.2061007172, 236788.29640031606 894404.6216990948, 236766.71359938383 894431.0546995401, 236755.315900594 894446.5743986778, 236733.00600133836 894477.8575986363, 236717.00090053678 894504.2901999094, 236702.69309949875 894531.6928997077, 236691.6476997137 894552.8738011606, 236682.0436013788 894573.1106002778, 236673.12610081583 894595.4051999412, 236665.9233014956 894616.6706015132, 236659.92059969902 894638.2789994664, 236653.74689868838 894665.2041002065, 236649.15580043197 894686.9373990409, 236646.3168010339 894703.4621992707, 236644.56210131198 894718.7495012581, 236642.88739853352 894733.724499587, 236642.31039894372 894747.2772008814, 236641.47480017692 894772.6611006707, 236641.25209858268 894785.696600493, 236641.07130088657 894796.2652993612, 236641.47580122948 894818.5536993556, 236642.9406009242 894838.5688010491, 236645.21849907935 894859.8853997849, 236648.961200051 894886.7347011529, 236652.2231990099 894907.5878995694, 236655.9582002908 894926.9276988693, 236676.78689941764 895036.1152989306, 236744.80559961498 895392.9679994062, 236748.71059906483 895412.1696003489, 236772.1428005919 895511.7567008771, 236781.84059875458 895549.8515004069, 236789.39159931242 895578.1477010176, 236797.52780123055 895605.8105000146, 236825.84189917892 895699.3770014159, 236849.70310034603 895779.0621005557, 236897.35469922423 895930.4700992927, 236913.388500005 895983.6514007598, 236918.15099976957 896001.1140007414, 236922.43730070442 896018.1002989784, 236928.15230105072 896040.1665992588, 236932.2797993943 896062.4973990023, 236936.24850138277 896085.516199857, 236938.31229889393 896104.3016994633)"
GISDATA.MBTA_ARC.116,RED,B - Braintree  C - Alewife,4,"LINESTRING (238268.57379874587 892648.4835010096, 238128.44979973882 892816.4662996233, 238086.6044997573 892865.6863992028, 238023.5563998893 892941.2787998505)"
GISDATA.MBTA_ARC.117,RED,A - Ashmont  C - Alewife,7,"LINESTRING (235941.94489907473 892898.9247995503, 235892.6706989631 893178.88550153, 235800.89470130205 893738.7954011746, 235759.11340011656 893945.1590011604, 235755.91960063577 893959.1754988283, 235751.8388991952 893986.499399215, 235749.1776007712 894011.3391002789, 235747.58059968054 894032.8077998534, 235747.75830066204 894058.0023010001, 235750.77449895442 894087.987100631, 235755.38759854436 894119.0367994681, 235760.20239944756 894147.3257993571, 235764.16579990834 894166.9082994871, 235772.07480017096 894192.2638984732)"
GISDATA.MBTA_ARC.118,RED,A - Ashmont  C - Alewife,1,"LINESTRING (236007.5383997187 892693.0226008967, 235989.30810106546 892733.1878996901, 235963.67889957875 892796.2356003821, 235957.18629918247 892817.4227015004, 235951.71859952062 892843.3933993541, 235941.94489907473 892898.9247995503)"
GISDATA.MBTA_ARC.119,RED,Mattapan Trolley,1,"LINESTRING (233617.59279982 890862.695700191, 233676.2983994335 890877.2639996037, 233761.40620073676 890898.1871002242, 233777.84960068017 890901.0528006144, 233805.15609958023 890904.6875001043, 233827.8903986141 890906.6872988157, 233827.89060132205 890906.6872988157)"
GISDATA.MBTA_ARC.120,RED,B - Braintree  C - Alewife,1,"LINESTRING (236922.31579904258 896459.9824005142, 236921.56409851462 896490.0120011754, 236919.16360096633 896547.8992008008, 236918.1245014891 896600.6080987044, 236916.14019883424 896642.2801010944, 236911.77449972183 896678.924901545, 236904.10160144418 896734.7520989329, 236890.266300641 896887.9102006555, 236885.61329925805 896907.4281999022, 236881.89050084352 896924.911500793, 236879.1328986138 896937.6823015623, 236865.04059844464 896990.3615015522, 236857.0744009316 897016.2506993264, 236853.4875991866 897025.7302990705)"
GISDATA.MBTA_ARC.121,RED,B - Braintree  C - Alewife,4,"LINESTRING (236938.31229889393 896104.3016994633, 236939.74110122025 896132.8767011911, 236940.21730004996 896148.5929997005, 236940.05860037357 896169.8655988723, 236938.78850084543 896198.7580997534, 236937.51850111783 896222.8882006593, 236929.00890010595 896323.7476990782, 236925.59130130708 896371.2627992034, 236923.8012996465 896420.5679009892, 236922.82489853352 896442.5357986689, 236922.31579904258 896459.9824005142)"
GISDATA.MBTA_ARC.110,GREEN,B - Boston College,2,"LINESTRING (227438.86410024762 898904.8666991368, 227453.09360083193 898898.687300533, 227475.51460139453 898891.2536009625, 227488.3796009645 898888.2619986422, 227498.85150016844 898886.9154011868, 227510.5200010091 898886.4663991928, 227520.69240130484 898886.9154011868, 227537.8279999271 898889.249598451, 227552.85519959778 898891.8520998098, 227581.2783998698 898895.292800799, 227605.51240136474 898897.6864001267, 227635.3424992934 898900.072798729, 227673.99040099233 898901.9309000745, 227709.78019908816 898902.7725987174, 227743.73810097575 898902.623098746, 227807.1667008549 898900.5284993611, 227942.25069940835 898895.8912996463, 227976.05910132825 898894.843798805, 227997.3015005067 898893.0487014428, 228016.89829917252 898891.1041009948, 228035.88269963115 898888.4632009827, 228053.01530133188 898885.999998834, 228072.7206004411 898882.5598997213, 228093.93990054727 898878.3886014, 228115.6307996288 898873.3023996912, 228134.92860147357 898868.0667011328, 228153.47840138525 898862.8304006942, 228179.02609968185 898854.4971004389, 228199.1047012061 898847.7212986536, 228227.22890153527 898836.8013985083, 228252.06139875948 898826.7785012983, 228271.50870057195 898817.8025997207, 228296.49119985104 898806.2835988514, 228314.5920008868 898796.4107005745, 228332.54370112717 898786.3878002465, 228354.3943009451 898773.5382000618, 228372.18630044907 898762.4522997215, 228429.43710154295 898724.624700319, 228472.56440142542 898699.6228005663, 228487.97260007262 898691.245400954, 228501.88510047644 898685.2617004588, 228512.805599384 898681.5215005614, 228523.7259984985 898678.3804013878, 228537.48859976232 898676.1362989135, 228547.06250121444 898674.9398001917, 228558.58149896562 898674.9398001917, 228565.91180003434 898675.5378000699, 228573.84010097384 898677.3328007571, 228579.37530156225 898679.8759998456, 228585.05950002372 898683.915099889, 228592.53930106014 898691.0959009826, 228601.06620064378 898701.4178012498, 228607.64849977195 898709.3460990749, 228615.72679965198 898721.3141986169, 228623.2066006884 898733.4311993644, 228629.6389008835 898745.2491003796, 228633.82750089467 898754.5239987783, 228638.46519957483 898768.4361000061, 228646.84259919077 898792.9700993784, 228654.92040010542 898813.0154010691, 228660.1560986638 898823.9358999766, 228667.03789981455 898836.950898476, 228672.42310146242 898847.2727987468, 228679.45390050858 898859.6893015206, 228687.831200324 898872.7039008476, 228698.75169923156 898888.2619986422, 228707.72760080546 898900.229499422, 228718.34899998456 898913.5435009785, 228728.82040022314 898925.3614986688, 228741.53589981794 898939.423099868, 228750.51180139184 898949.2965002283, 228763.6759006828 898962.0119998232, 228775.0452986732 898972.3339000903, 228787.01279945672 898982.8058990911, 228797.33469972014 898991.4821988493, 228809.90069934726 899001.2060992382, 228819.624699533 899007.6383994333, 228831.2925984934 899014.8192005269, 228849.24439852685 899025.4401007369, 228864.9515004456 899033.6679005846, 228877.06900016218 899039.5022009015, 228888.13899903744 899043.9899006486, 228901.3035006225 899048.7770993002, 228920.30180044472 899054.4617998526, 228935.41089936346 899058.0519010201, 228953.2126006633 899061.1935989521, 228968.62069952488 899063.2876993716, 228983.72990135849 899064.0357013047, 228997.6423986405 899063.7367013656, 229007.96439870447 899063.2876993716, 229027.56120048463 899062.2406008244, 229054.9372990951 899061.6420988627, 229074.68360084295 899061.3430989236, 229090.8398014307 899061.6420988627, 229111.185100995 899062.9885996394, 229129.88440087438 899065.6812986992, 229148.28460102528 899068.6733999886, 229162.3461991027 899071.964501217, 229173.56620003283 899074.5076005124, 229187.7772014141 899078.2473014407, 229202.72000075132 899083.5274985321, 229215.0038998425 899088.2701986544, 229232.05759920925 899096.0489996262, 229252.08849945664 899105.6500012428, 229265.71640136838 899113.1026989967, 229282.62060076743 899124.1726011969, 229289.80089977384 899128.6607999094, 229298.92630132288 899135.2430990413, 229309.24870055914 899143.1713999845, 229325.10539911687 899156.1859993115, 229336.32530025393 899166.0593996719, 229345.74969862401 899175.9328000322, 229354.8751001656 899186.2547002994, 229362.80340111256 899195.3800987266, 229372.6768014729 899208.2451014072, 229379.8606992811 899217.2183989994, 229386.43939960748 899227.2439001948, 229395.11569936574 899240.5578986332, 229400.65099974722 899249.6828012131, 229407.53219902515 899261.5007989034, 229412.0198987648 899270.3272005096, 229419.4996998012 899285.1368005238, 229439.3960004896 899324.9293987826, 229448.67089889199 899343.0301000252, 229470.66129999608 899387.6095008813, 229513.59510034323 899473.6264986321, 229538.72709959 899523.591001343, 229562.80029951036 899573.1894990392, 229568.19729861617 899585.6731004454, 229575.97609958798 899603.3252986595, 229581.06240109354 899616.4898002483, 229585.4005010724 899628.7563009635, 229589.14070097357 899639.3777999319, 229593.02979896218 899651.0463007726, 229595.7224013433 899659.8721005023, 229598.7145993039 899670.7925994098, 229601.40719857067 899684.256100934, 229603.50180107355 899696.9716005288, 229605.8949014321 899715.8204003796, 229610.08350145072 899753.6678992212, 229611.57959887385 899767.2810005136, 229613.07569941133 899777.3039008416, 229614.72120013088 899784.4846988209, 229617.86290118098 899795.7042007856, 229620.49350063503 899804.5760988556, 229624.29509846866 899816.1985013522, 229627.4366997257 899824.8753998689, 229630.87740071863 899833.4021996595, 229635.6573986411 899843.2791988216, 229639.40420050174 899850.3063990586, 229642.3963984698 899854.9435987733, 229646.43549851328 899859.5813005716, 229652.11979988962 899864.5179991946, 229659.74910089374 899870.3521997184, 229667.07939884067 899875.1388994008, 229675.60619863123 899879.7766012028, 229684.2826012969 899883.8158010393, 229693.85699860007 899887.1068991497, 229701.63579957187 899889.3504995368, 229711.35969996452 899891.295598954, 229719.88649975508 899892.4921007976, 229728.4466991648 899893.2058985196, 229735.8932003677 899893.2401994057, 229746.81359948218 899892.6416007653, 229757.13559954613 899891.295598954, 229768.5044985637 899888.154000815, 229777.18140020221 899884.8627997935, 229784.96020117402 899881.571698565, 229907.77769901603 899827.5679991357, 229920.49330151826 899822.481800545, 229932.7597991228 899818.293100737, 229942.03460084647 899816.1985013522, 229954.89970020205 899814.2539009005, 229971.95389853418 899813.0573990606, 229985.41740006208 899813.2068990283, 230001.42410068214 899814.8524995409, 230013.0926015228 899816.9465001673, 230025.5085990876 899820.0882012174, 230037.0275001675 899824.426400993, 230045.55439975113 899828.4655010365, 230053.48270069063 899832.6542008445, 230066.34819922596 899839.9844987914, 230124.54059845954 899877.2334987894, 230238.68130069226 899951.7315985784, 230285.20519908518 899981.3513006903, 230330.38309878856 900010.5224997774, 230380.9461003393 900043.7322999388, 230400.87469980866 900055.6246001013, 230416.85779926926 900065.6336010732, 230431.16459925473 900072.8800007813, 230446.95830006897 900078.8257984668, 230457.68829948455 900081.5798985735, 230472.6479015574 900084.2725009583, 230485.3634011522 900085.0204997733, 230508.274400115 900083.4711999558, 230540.79660145193 900079.8748991191, 230575.12009982765 900075.596101407, 230589.33169996738 900074.2500995956, 230601.29920074344 900073.3526008129, 230613.71570040286 900072.604499083, 230631.06889867783 900072.9034990221, 230640.79230009764 900072.9034990221, 230656.05089898407 900074.3995995633, 230676.54569852352 900077.6907007918, 230695.8435003683 900082.7768993825, 230712.14920092374 900088.3117007948, 230727.85689847916 900094.7444001622, 230746.55609856546 900103.8697985895, 230764.0935997814 900114.6248991825, 230779.01789991558 900124.5135991275, 230792.56239943206 900134.8749988973, 230818.9058009386 900155.4999010451, 230836.20270010084 900170.3119990155, 230865.33449947834 900198.2641990706, 230894.3556996286 900228.3324010894, 230907.0711992234 900241.4968995601, 230912.77380023152 900244.7506998628, 230918.73970006406 900247.4806998484, 230926.70890073478 900248.8384991176, 230936.24240142852 900248.8272006251, 230944.02119928598 900248.079198692, 230971.11680027843 900245.679499492, 232287.23319987208 900038.347101409, 232612.60209992528 899986.1384993419, 232748.59700077772 899964.0435988791, 232775.74219913036 899959.5646996722, 232880.91669846326 899943.0582988597, 232915.94160146266 899938.3899012133, 232971.40599969774 899930.2496015243, 233089.8121990487 899912.6875012182, 233089.81250154227 899912.6874014251)"
GISDATA.MBTA_ARC.122,SILVER,SL1 SL3,3,"LINESTRING (238134.28139939904 899680.4415985644, 238069.18569975346 899591.5934008993, 238058.1392989084 899579.3695993125, 238048.72019895166 899572.0671000816, 238039.30099920183 899566.457899522, 238031.36349855363 899563.3888013363, 238022.22209886461 899560.7032000907, 238012.41929926723 899559.0496005081, 238002.41800110042 899558.4145990834, 237988.35539884865 899559.380300466, 237972.74490012974 899563.8782009743, 237962.49230019003 899568.5746000446, 237951.51209983975 899576.9750987254, 237906.46670091152 899611.9001988992, 237851.43320150673 899653.7044993602, 237784.11390070617 899699.1763999723, 237742.0085015297 899724.1416006759, 237700.27569996566 899750.5972012207, 237682.39020022005 899765.1291009635, 237660.77859951556 899781.8967984952, 237660.07410129905 899782.8598990105)"
GISDATA.MBTA_ARC.123,SILVER,SL1,3,"LINESTRING (239167.49449951202 901808.2938993052, 239164.67579872906 901826.5287011378, 239160.44250059873 901847.4308014736, 239150.80499952286 901886.2916998565)"
GISDATA.MBTA_ARC.124,SILVER,SL3,7,"LINESTRING (239177.31770063937 901632.6133008264, 239179.53049915284 901659.6795999706, 239181.83499850333 901685.8913988397, 239183.27519911528 901706.6310011037, 239184.4271993041 901724.4896002747, 239184.4271993041 901738.0279001258, 239184.4271993041 901748.6856989674, 239183.85120076686 901760.2072009109, 239182.4029012993 901782.8722994141, 239181.47689900547 901790.3160001636, 239179.0955992192 901809.4983004257)"
GISDATA.MBTA_ARC.125,SILVER,SL1,7,"LINESTRING (239123.05679914355 901765.1275988929, 239129.499399893 901747.4445988014, 239136.89740147442 901710.9556008987, 239142.6763008237 901658.7121989802)"
GISDATA.MBTA_ARC.126,SILVER,SL3,7,"LINESTRING (239120.11989923567 901764.5718989708, 239124.53839844465 901750.4608002119, 239128.34840075672 901736.7023996338, 239133.32259988785 901711.6551998816, 239142.6763008237 901658.7121989802)"
GISDATA.MBTA_ARC.127,SILVER,SL1 SL3,3,"LINESTRING (238094.96140116453 899695.0861994363, 238081.3023013249 899692.5727013759, 238071.3804013431 899691.117500566, 238052.4626005441 899689.9268990122, 238033.5448995456 899690.456000857, 238016.92900034785 899691.5144010149, 238001.5302009955 899692.9431004226, 237975.25069849938 899696.9759010039, 237949.99509879947 899702.4760990292, 237918.90649922192 899712.0010985658, 237892.9772998616 899721.7907004803, 237853.71180134267 899740.1897997819)"
GISDATA.MBTA_ARC.128,SILVER,SL1 SL3,3,"LINESTRING (237637.31520005316 899854.8252000622, 237620.45669982582 899869.9055990018, 237613.04840081185 899878.9014998153, 237609.34420140833 899885.0397990979, 237606.3014985919 899892.7128002867, 237604.68750142306 899899.221498616, 237603.84080063552 899905.8889995404, 237604.3699991554 899913.1914987676, 237607.22180018574 899923.3512003496, 237614.2918991372 899936.9475987069, 237620.63689876348 899943.2926014476, 237626.8007015139 899947.8247997239, 237631.67510094494 899949.4659999646, 237637.36359988898 899949.3336987756, 237644.90429988503 899947.6138987057, 237658.13349882513 899941.2639000528, 237669.60390027612 899935.2541004494, 237756.24800017476 899888.2054006867, 237823.32730080187 899852.336600475, 237873.6369984746 899824.5824000128, 237907.47729999572 899805.1355004907, 237926.20979991555 899795.4517014809, 237937.00479918718 899791.6416991726, 237951.31220104545 899787.6377014816, 237961.2341010347 899785.3886997737, 237975.65390152484 899783.4043004401, 238003.04500033706 899782.0637997426, 238036.67669921368 899781.5306999236, 238060.23789939284 899781.4122014195, 238062.8872007653 899780.7585011944, 238064.8716000989 899779.4885014631, 238066.69719995558 899776.3928987533, 238071.14220057428 899764.089698989, 238072.17409932613 899757.8190985136, 238072.17409932613 899752.9772005714, 238070.42790076137 899747.103400752, 238066.48970127106 899741.4695013091, 238055.21030139923 899733.549701523)"
GISDATA.MBTA_ARC.129,SILVER,SL1 SL3,7,"LINESTRING (237854.1747993678 899739.8590000309, 237826.71609983593 899751.5627996922, 237782.5157987699 899771.9120005593, 237704.20039927214 899815.2391992249, 237669.1656011343 899836.312398579, 237637.15650037676 899854.6665003821)"
GISDATA.MBTA_ARC.130,SILVER,SL1 SL3,3,"LINESTRING (237830.56020032614 899715.0917989202, 237875.36020088196 899696.2557009086, 237913.03279919922 899684.0374004319, 237945.44480048865 899676.1484991983, 237973.7113000676 899672.5327012129, 238004.27840081602 899669.9035986625, 238045.6913986206 899668.9174988717, 238071.13039999455 899669.976401113, 238092.78939947486 899671.5469008051)"
GISDATA.MBTA_ARC.131,SILVER,SL1 SL3,7,"LINESTRING (237660.07410129905 899782.8598990105, 237685.45690024644 899772.4895989113, 237732.5751997158 899753.4482007846, 237830.56020032614 899715.0917989202)"
GISDATA.MBTA_ARC.132,SILVER,SL1 SL3,7,"LINESTRING (237560.98759910464 899819.2683012113, 237602.51490096748 899806.3762014844, 237660.07410129905 899782.8598990105)"
GISDATA.MBTA_ARC.133,SILVER,SL1 SL3,7,"LINESTRING (238092.78939947486 899671.5469008051, 238123.84159938246 899677.4020984955, 238134.28139939904 899680.4415985644)"
GISDATA.MBTA_ARC.134,SILVER,SL1 SL3,7,"LINESTRING (238134.28139939904 899680.4415985644, 238156.18949896097 899686.8199011385, 238194.2699001655 899698.2849012688, 238239.7207006961 899718.7583013438, 238280.2578985542 899740.0505005755, 238337.17379900813 899778.130998455, 238388.35720095783 899812.1166990586, 238430.53229964525 899847.7403004877, 238468.61270084232 899877.2219009176, 238502.18899875134 899911.6172006913, 238546.82090032846 899955.4301004, 238600.0514997691 900015.2123000026, 238644.68340133876 900072.1282004602, 238711.42650090158 900173.2664999962, 238729.03359870613 900205.2049002014, 238745.0027988106 900237.1433004066, 238836.3138992414 900434.9157993048, 238894.86770051718 900566.354701139, 238996.00600005686 900787.0573000908, 239021.39289988577 900845.6111013666, 239046.3704001382 900908.6689997017, 239073.804700166 900999.570600763, 239089.63780068606 901047.3226012252, 239099.6010993719 901094.9763986766, 239113.11349969357 901169.9087996371, 239131.5394995734 901278.8270009942, 239159.3832989782 901439.3380007632, 239168.80099870265 901512.6326006949, 239174.94299970567 901587.1554991603, 239177.31770063937 901632.6133008264)"
GISDATA.MBTA_ARC.135,SILVER,SL1 SL3,3,"LINESTRING (238134.7440013662 899696.1955004968, 238136.9796993658 899684.2717996947, 238134.28139939904 899680.4415985644)"
GISDATA.MBTA_ARC.136,SILVER,SL2,3,"LINESTRING (238556.7520000264 899463.6093987972, 238581.94559990615 899507.4275002405, 238561.85769888014 899520.4649990499, 238504.75210040063 899556.5499986894, 238480.69710031152 899571.13139911, 238405.00209950656 899617.1750009023, 238312.4083006233 899673.4250013828)"
GISDATA.MBTA_ARC.137,SILVER,SL2,3,"LINESTRING (238373.3125000149 899370.187501248, 238291.1249985993 899369.6249997765, 238172.3483004123 899367.8434992768, 238162.7940988168 899369.8362999707, 238154.6523988992 899373.8973015621, 238146.44279888272 899379.043800354, 238138.27379921824 899386.7473009191, 238134.7335012257 899393.8279000185, 238131.52030127496 899401.427599784, 238130.72910124063 899409.5835015588, 238132.3570008874 899417.2579996474, 238137.88790100068 899427.4505987689, 238145.38030095398 899438.8860007823, 238152.47530149668 899445.0838985965, 238160.88910078257 899448.2588994801, 238345.47650009394 899454.6976987235, 238372.4218994528 899455.6875002272, 238394.95310007036 899456.1250010245, 238497.46869914234 899460.4999996424, 238546.1083001271 899463.1976010539)"
GISDATA.MBTA_ARC.138,SILVER,SL2,3,"LINESTRING (238546.1083001271 899463.1976010539, 238549.7721985653 899463.4007992633, 238556.7520000264 899463.6093987972)"
